Date (ISO Year Week),Country/Territory,Cost
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Switzerland,49.04
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Ireland,46.35
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Singapore,84.69
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Norway,32.19
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Italy,105.81
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Indonesia,818.27
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",New Zealand,23.28
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",United States,3838.32
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Malaysia,94.3
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Japan,16.24
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",South Africa,591.55
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Germany,173.31
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Canada,521.69
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Thailand,32.69
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Sweden,59.04
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Vietnam,137.57
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Poland,72.32
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Türkiye,123.59
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",France,75.45
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",United Kingdom,935.85
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Finland,7.41
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Philippines,400.02
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Australia,162.75
"Oct 25, 2021 to Oct 31, 2021 (Week 43)",Spain,180.22
"Oct 24, 2022 to Oct 30, 2022 (Week 43)",Ireland,25.4
"Oct 24, 2022 to Oct 30, 2022 (Week 43)",Spain,42.75
"Oct 24, 2022 to Oct 30, 2022 (Week 43)",Norway,7.16
"Oct 24, 2022 to Oct 30, 2022 (Week 43)",Türkiye,7.46
"Oct 24, 2022 to Oct 30, 2022 (Week 43)",France,57.99
"Oct 24, 2022 to Oct 30, 2022 (Week 43)",Switzerland,14.7
"Oct 24, 2022 to Oct 30, 2022 (Week 43)",Poland,23.38
"Oct 24, 2022 to Oct 30, 2022 (Week 43)",Germany,116.83
"Oct 24, 2022 to Oct 30, 2022 (Week 43)",Finland,4.66
"Oct 24, 2022 to Oct 30, 2022 (Week 43)",South Africa,77.41
"Oct 24, 2022 to Oct 30, 2022 (Week 43)",United States,14458.04374
"Oct 24, 2022 to Oct 30, 2022 (Week 43)",Italy,61.72
"Oct 24, 2022 to Oct 30, 2022 (Week 43)",Sweden,31.57
"Oct 24, 2022 to Oct 30, 2022 (Week 43)",United Kingdom,539.89
"Oct 24, 2022 to Oct 30, 2022 (Week 43)",Canada,1863.4
"Oct 23, 2023 to Oct 29, 2023 (Week 43)",United States,30317.5909
"Oct 23, 2023 to Oct 29, 2023 (Week 43)",Canada,2836.370455
"Oct 21, 2024 to Oct 27, 2024 (Week 43)",France,149.38
"Oct 21, 2024 to Oct 27, 2024 (Week 43)",Israel,61.8
"Oct 21, 2024 to Oct 27, 2024 (Week 43)",Italy,225.424706
"Oct 21, 2024 to Oct 27, 2024 (Week 43)",Ireland,60.92
"Oct 21, 2024 to Oct 27, 2024 (Week 43)",Netherlands,97.82
"Oct 21, 2024 to Oct 27, 2024 (Week 43)",Germany,371.165191
"Oct 21, 2024 to Oct 27, 2024 (Week 43)",Sweden,57.51
"Oct 21, 2024 to Oct 27, 2024 (Week 43)",Spain,64.97
"Oct 21, 2024 to Oct 27, 2024 (Week 43)",Finland,8.62
"Oct 21, 2024 to Oct 27, 2024 (Week 43)",Canada,2629.342657
"Oct 21, 2024 to Oct 27, 2024 (Week 43)",Denmark,17.91
"Oct 21, 2024 to Oct 27, 2024 (Week 43)",United Kingdom,3040.843857
"Oct 21, 2024 to Oct 27, 2024 (Week 43)",Belgium,31.24
"Oct 21, 2024 to Oct 27, 2024 (Week 43)",Portugal,7.6
"Oct 21, 2024 to Oct 27, 2024 (Week 43)",Austria,9.4
"Oct 21, 2024 to Oct 27, 2024 (Week 43)",United States,19447.81882
"Oct 21, 2024 to Oct 27, 2024 (Week 43)",Norway,17.42
"Oct 21, 2024 to Oct 27, 2024 (Week 43)",Switzerland,0.01
"Oct 2, 2023 to Oct 8, 2023 (Week 40)",United States,33002.4667
"Oct 2, 2023 to Oct 8, 2023 (Week 40)",United Kingdom,4518.724644
"Oct 2, 2023 to Oct 8, 2023 (Week 40)",Germany,894.552784
"Oct 2, 2023 to Oct 8, 2023 (Week 40)",Canada,3381.275428
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Thailand,73.79
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Australia,313.41
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Germany,196.14
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Sweden,70.86
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Spain,220.08
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",France,196.65
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",New Zealand,58.54
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Türkiye,212.78
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Indonesia,1077.27
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Finland,20.55
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",South Africa,796.41
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Italy,147.35
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Ireland,59.99
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Switzerland,23.22
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",United Kingdom,1044.8
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Japan,26.21
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Singapore,97.43
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Malaysia,159.61
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Norway,30.27
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Poland,68.78
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Canada,1091.89
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Vietnam,126.21
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",Philippines,589.97
"Oct 18, 2021 to Oct 24, 2021 (Week 42)",United States,7575.47
"Oct 17, 2022 to Oct 23, 2022 (Week 42)",Türkiye,2.92
"Oct 17, 2022 to Oct 23, 2022 (Week 42)",Spain,67.33
"Oct 17, 2022 to Oct 23, 2022 (Week 42)",Canada,1668.39
"Oct 17, 2022 to Oct 23, 2022 (Week 42)",South Africa,108.01
"Oct 17, 2022 to Oct 23, 2022 (Week 42)",Italy,31.18
"Oct 17, 2022 to Oct 23, 2022 (Week 42)",Sweden,52.35
"Oct 17, 2022 to Oct 23, 2022 (Week 42)",Norway,22.88
"Oct 17, 2022 to Oct 23, 2022 (Week 42)",Germany,81.03
"Oct 17, 2022 to Oct 23, 2022 (Week 42)",Switzerland,7.44
"Oct 17, 2022 to Oct 23, 2022 (Week 42)",Poland,38.86
"Oct 17, 2022 to Oct 23, 2022 (Week 42)",United Kingdom,581.71
"Oct 17, 2022 to Oct 23, 2022 (Week 42)",Finland,12.55
"Oct 17, 2022 to Oct 23, 2022 (Week 42)",United States,13332.11944
"Oct 17, 2022 to Oct 23, 2022 (Week 42)",Ireland,28.24
"Oct 17, 2022 to Oct 23, 2022 (Week 42)",France,58.66
"Oct 16, 2023 to Oct 22, 2023 (Week 42)",Canada,4584.373579
"Oct 16, 2023 to Oct 22, 2023 (Week 42)",United States,40222.71697
"Oct 14, 2024 to Oct 20, 2024 (Week 42)",Germany,438.108098
"Oct 14, 2024 to Oct 20, 2024 (Week 42)",Portugal,19.46
"Oct 14, 2024 to Oct 20, 2024 (Week 42)",Israel,52.34
"Oct 14, 2024 to Oct 20, 2024 (Week 42)",Italy,272.745384
"Oct 14, 2024 to Oct 20, 2024 (Week 42)",United Kingdom,4883.129119
"Oct 14, 2024 to Oct 20, 2024 (Week 42)",United States,32049.69909
"Oct 14, 2024 to Oct 20, 2024 (Week 42)",Norway,29.22
"Oct 14, 2024 to Oct 20, 2024 (Week 42)",Belgium,26.52
"Oct 14, 2024 to Oct 20, 2024 (Week 42)",Sweden,58.21
"Oct 14, 2024 to Oct 20, 2024 (Week 42)",France,249.477187
"Oct 14, 2024 to Oct 20, 2024 (Week 42)",Austria,51.43
"Oct 14, 2024 to Oct 20, 2024 (Week 42)",Spain,84.08
"Oct 14, 2024 to Oct 20, 2024 (Week 42)",Netherlands,142.99
"Oct 14, 2024 to Oct 20, 2024 (Week 42)",Denmark,121.87
"Oct 14, 2024 to Oct 20, 2024 (Week 42)",Finland,28.41
"Oct 14, 2024 to Oct 20, 2024 (Week 42)",Ireland,13.26
"Oct 14, 2024 to Oct 20, 2024 (Week 42)",Canada,4554.279591
"Oct 14, 2024 to Oct 20, 2024 (Week 42)",Switzerland,28.08
"Oct 14, 2024 to Oct 20, 2024 (Week 42)",Monaco,3.16
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Spain,230.94
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Germany,230.65
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",United States,10667.21
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Vietnam,231.05
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Canada,1461.65
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Poland,96.13
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Philippines,482.93
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Norway,32.26
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Malaysia,224.04
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",United Kingdom,1003.3
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Japan,37.97
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Ireland,86.81
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Switzerland,42.81
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Italy,142.08
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",South Africa,769.26
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Indonesia,1885.93
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Finland,19.69
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Türkiye,101.95
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Isle of Man,6.1
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",New Zealand,43.98
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Sweden,72.38
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Singapore,122.1
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",France,179.97
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Thailand,74.69
"Oct 11, 2021 to Oct 17, 2021 (Week 41)",Australia,251.04
"Oct 10, 2022 to Oct 16, 2022 (Week 41)",Italy,178.31
"Oct 10, 2022 to Oct 16, 2022 (Week 41)",Spain,282
"Oct 10, 2022 to Oct 16, 2022 (Week 41)",Ireland,132.82
"Oct 10, 2022 to Oct 16, 2022 (Week 41)",United Kingdom,1941.63
"Oct 10, 2022 to Oct 16, 2022 (Week 41)",Finland,72.09
"Oct 10, 2022 to Oct 16, 2022 (Week 41)",Poland,50.83
"Oct 10, 2022 to Oct 16, 2022 (Week 41)",Switzerland,85.92
"Oct 10, 2022 to Oct 16, 2022 (Week 41)",Germany,349.23
"Oct 10, 2022 to Oct 16, 2022 (Week 41)",United States,14219.61463
"Oct 10, 2022 to Oct 16, 2022 (Week 41)",Türkiye,73.54
"Oct 10, 2022 to Oct 16, 2022 (Week 41)",Norway,87.47
"Oct 10, 2022 to Oct 16, 2022 (Week 41)",Sweden,179.97
"Oct 10, 2022 to Oct 16, 2022 (Week 41)",France,433.13
"Oct 10, 2022 to Oct 16, 2022 (Week 41)",Canada,1496.37
"Oct 10, 2022 to Oct 16, 2022 (Week 41)",South Africa,535.25
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",United Kingdom,617.06
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",Malaysia,184.95
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",Ireland,38.65
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",Switzerland,47.58
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",New Zealand,58.32
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",Isle of Man,0.77
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",Australia,447.29
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",Philippines,268.57
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",United States,9630.2
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",Spain,98.39
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",Norway,9.48
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",Finland,30.91
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",Indonesia,625.45
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",France,115.51
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",Singapore,175.02
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",Thailand,81.65
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",South Africa,698.95
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",Türkiye,113.48
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",Sweden,46.49
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",Vietnam,75.11
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",Italy,65.53
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",Canada,1390.54
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",Germany,150.68
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",Japan,33.47
"Nov 8, 2021 to Nov 14, 2021 (Week 45)",Poland,38.9
"Nov 7, 2022 to Nov 13, 2022 (Week 45)",Canada,2014.34937
"Nov 7, 2022 to Nov 13, 2022 (Week 45)",United Kingdom,1766.96
"Nov 7, 2022 to Nov 13, 2022 (Week 45)",Sweden,94.72
"Nov 7, 2022 to Nov 13, 2022 (Week 45)",Italy,136.5
"Nov 7, 2022 to Nov 13, 2022 (Week 45)",Poland,66.33
"Nov 7, 2022 to Nov 13, 2022 (Week 45)",South Africa,710.22
"Nov 7, 2022 to Nov 13, 2022 (Week 45)",Switzerland,36.7
"Nov 7, 2022 to Nov 13, 2022 (Week 45)",Spain,296.73
"Nov 7, 2022 to Nov 13, 2022 (Week 45)",Ireland,78.25
"Nov 7, 2022 to Nov 13, 2022 (Week 45)",Norway,51.54
"Nov 7, 2022 to Nov 13, 2022 (Week 45)",Finland,43.31
"Nov 7, 2022 to Nov 13, 2022 (Week 45)",Türkiye,111.24
"Nov 7, 2022 to Nov 13, 2022 (Week 45)",France,189.87
"Nov 7, 2022 to Nov 13, 2022 (Week 45)",United States,15812.28178
"Nov 7, 2022 to Nov 13, 2022 (Week 45)",Germany,287.43
"Nov 6, 2023 to Nov 12, 2023 (Week 45)",United States,30299.70758
"Nov 6, 2023 to Nov 12, 2023 (Week 45)",Canada,3369.529702
"Nov 4, 2024 to Nov 10, 2024 (Week 45)",Switzerland,30.78
"Nov 4, 2024 to Nov 10, 2024 (Week 45)",Israel,182.9
"Nov 4, 2024 to Nov 10, 2024 (Week 45)",France,151.55
"Nov 4, 2024 to Nov 10, 2024 (Week 45)",Germany,453.046729
"Nov 4, 2024 to Nov 10, 2024 (Week 45)",Netherlands,49.96
"Nov 4, 2024 to Nov 10, 2024 (Week 45)",United Kingdom,2528.121044
"Nov 4, 2024 to Nov 10, 2024 (Week 45)",Sweden,38.31
"Nov 4, 2024 to Nov 10, 2024 (Week 45)",Iceland,11.06
"Nov 4, 2024 to Nov 10, 2024 (Week 45)",Portugal,42.94
"Nov 4, 2024 to Nov 10, 2024 (Week 45)",Italy,263.533575
"Nov 4, 2024 to Nov 10, 2024 (Week 45)",United States,24069.32984
"Nov 4, 2024 to Nov 10, 2024 (Week 45)",Spain,100.92
"Nov 4, 2024 to Nov 10, 2024 (Week 45)",Austria,4.4
"Nov 4, 2024 to Nov 10, 2024 (Week 45)",Ireland,18.59
"Nov 4, 2024 to Nov 10, 2024 (Week 45)",Canada,3322.564477
"Nov 4, 2024 to Nov 10, 2024 (Week 45)",Belgium,5.8
"Nov 4, 2024 to Nov 10, 2024 (Week 45)",Denmark,7.38
"Nov 4, 2024 to Nov 10, 2024 (Week 45)",Norway,67.94
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",Philippines,196.16
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",South Africa,328.87
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",Australia,412.12
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",Switzerland,48.12
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",Italy,81.16
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",Finland,4.86
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",Türkiye,69.33
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",United Kingdom,567.12
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",Vietnam,40.91
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",Japan,19.97
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",Singapore,100.42
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",Malaysia,147.57
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",Canada,900.31
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",United States,7940.12
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",Germany,206.98
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",Thailand,75.3
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",Poland,41.6
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",Norway,25.62
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",Indonesia,367.97
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",Ireland,41.04
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",Spain,102.97
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",Sweden,82.96
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",France,45.87
"Nov 29, 2021 to Dec 5, 2021 (Week 48)",New Zealand,96.19
"Nov 28, 2022 to Dec 4, 2022 (Week 48)",Ireland,178.58
"Nov 28, 2022 to Dec 4, 2022 (Week 48)",Italy,288.65
"Nov 28, 2022 to Dec 4, 2022 (Week 48)",Finland,93.09
"Nov 28, 2022 to Dec 4, 2022 (Week 48)",Norway,164.81
"Nov 28, 2022 to Dec 4, 2022 (Week 48)",Sweden,185.09
"Nov 28, 2022 to Dec 4, 2022 (Week 48)",United Kingdom,2834.78
"Nov 28, 2022 to Dec 4, 2022 (Week 48)",South Africa,846.34
"Nov 28, 2022 to Dec 4, 2022 (Week 48)",Spain,401.2
"Nov 28, 2022 to Dec 4, 2022 (Week 48)",Poland,143.73
"Nov 28, 2022 to Dec 4, 2022 (Week 48)",Germany,685.82
"Nov 28, 2022 to Dec 4, 2022 (Week 48)",Isle of Man,1.46
"Nov 28, 2022 to Dec 4, 2022 (Week 48)",Türkiye,291.58
"Nov 28, 2022 to Dec 4, 2022 (Week 48)",United States,19566.80448
"Nov 28, 2022 to Dec 4, 2022 (Week 48)",Canada,2535.110211
"Nov 28, 2022 to Dec 4, 2022 (Week 48)",Switzerland,158.11
"Nov 28, 2022 to Dec 4, 2022 (Week 48)",France,237.44
"Nov 27, 2023 to Dec 3, 2023 (Week 48)",Germany,1101.768881
"Nov 27, 2023 to Dec 3, 2023 (Week 48)",United States,31029.3202
"Nov 27, 2023 to Dec 3, 2023 (Week 48)",Canada,3731.689367
"Nov 27, 2023 to Dec 3, 2023 (Week 48)",United Kingdom,4845.377747
"Nov 25, 2024 to Dec 1, 2024 (Week 48)",Finland,19.84
"Nov 25, 2024 to Dec 1, 2024 (Week 48)",Spain,131.54
"Nov 25, 2024 to Dec 1, 2024 (Week 48)",Canada,3755.243099
"Nov 25, 2024 to Dec 1, 2024 (Week 48)",Portugal,12.73
"Nov 25, 2024 to Dec 1, 2024 (Week 48)",Ireland,27.95
"Nov 25, 2024 to Dec 1, 2024 (Week 48)",Austria,16.829412
"Nov 25, 2024 to Dec 1, 2024 (Week 48)",Denmark,8.03
"Nov 25, 2024 to Dec 1, 2024 (Week 48)",Italy,135.930078
"Nov 25, 2024 to Dec 1, 2024 (Week 48)",Germany,280.427708
"Nov 25, 2024 to Dec 1, 2024 (Week 48)",United States,25066.672
"Nov 25, 2024 to Dec 1, 2024 (Week 48)",Netherlands,173.04
"Nov 25, 2024 to Dec 1, 2024 (Week 48)",Iceland,2.09
"Nov 25, 2024 to Dec 1, 2024 (Week 48)",United Kingdom,2922.660892
"Nov 25, 2024 to Dec 1, 2024 (Week 48)",Belgium,14.55
"Nov 25, 2024 to Dec 1, 2024 (Week 48)",France,193.16526
"Nov 25, 2024 to Dec 1, 2024 (Week 48)",Sweden,113.886915
"Nov 25, 2024 to Dec 1, 2024 (Week 48)",Switzerland,81.71
"Nov 25, 2024 to Dec 1, 2024 (Week 48)",Israel,52.82
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Germany,147.29
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Singapore,132.77
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Switzerland,39.65
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Spain,81.39
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Sweden,64.01
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Italy,123.47
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",France,97.52
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",New Zealand,55.54
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Australia,454.81
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Ireland,32.13
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Finland,23.45
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Indonesia,418.22
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Norway,31.29
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",United Kingdom,572.01
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Poland,31.55
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Türkiye,82.59
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Vietnam,58.39
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Thailand,72.44
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",United States,6609.95
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Japan,36.65
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Canada,1143.74
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Malaysia,149.98
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",Philippines,234.28
"Nov 22, 2021 to Nov 28, 2021 (Week 47)",South Africa,402.31
"Nov 21, 2022 to Nov 27, 2022 (Week 47)",Switzerland,97.98
"Nov 21, 2022 to Nov 27, 2022 (Week 47)",Norway,86.69
"Nov 21, 2022 to Nov 27, 2022 (Week 47)",Türkiye,191.46
"Nov 21, 2022 to Nov 27, 2022 (Week 47)",United States,7700.85
"Nov 21, 2022 to Nov 27, 2022 (Week 47)",Canada,1172.61
"Nov 21, 2022 to Nov 27, 2022 (Week 47)",Germany,463.85
"Nov 21, 2022 to Nov 27, 2022 (Week 47)",Sweden,186.62
"Nov 21, 2022 to Nov 27, 2022 (Week 47)",South Africa,911.57
"Nov 21, 2022 to Nov 27, 2022 (Week 47)",United Kingdom,2559.58
"Nov 21, 2022 to Nov 27, 2022 (Week 47)",Poland,108.77
"Nov 21, 2022 to Nov 27, 2022 (Week 47)",Italy,302.06
"Nov 21, 2022 to Nov 27, 2022 (Week 47)",Spain,323.03
"Nov 21, 2022 to Nov 27, 2022 (Week 47)",Finland,92.12
"Nov 21, 2022 to Nov 27, 2022 (Week 47)",Ireland,214.91
"Nov 21, 2022 to Nov 27, 2022 (Week 47)",France,375.36
"Nov 20, 2023 to Nov 26, 2023 (Week 47)",Germany,890.403882
"Nov 20, 2023 to Nov 26, 2023 (Week 47)",United States,23810.43335
"Nov 20, 2023 to Nov 26, 2023 (Week 47)",Canada,3539.875905
"Nov 20, 2023 to Nov 26, 2023 (Week 47)",United Kingdom,4973.602933
"Nov 18, 2024 to Nov 24, 2024 (Week 47)",Israel,101.27
"Nov 18, 2024 to Nov 24, 2024 (Week 47)",Denmark,11.69
"Nov 18, 2024 to Nov 24, 2024 (Week 47)",Spain,50.02
"Nov 18, 2024 to Nov 24, 2024 (Week 47)",Andorra,3.45
"Nov 18, 2024 to Nov 24, 2024 (Week 47)",Austria,15.46
"Nov 18, 2024 to Nov 24, 2024 (Week 47)",Portugal,53.18
"Nov 18, 2024 to Nov 24, 2024 (Week 47)",United Kingdom,3726.518062
"Nov 18, 2024 to Nov 24, 2024 (Week 47)",Ireland,9.01
"Nov 18, 2024 to Nov 24, 2024 (Week 47)",Germany,654.792116
"Nov 18, 2024 to Nov 24, 2024 (Week 47)",Italy,172.292573
"Nov 18, 2024 to Nov 24, 2024 (Week 47)",Belgium,17.63
"Nov 18, 2024 to Nov 24, 2024 (Week 47)",Norway,4.96
"Nov 18, 2024 to Nov 24, 2024 (Week 47)",France,234.25
"Nov 18, 2024 to Nov 24, 2024 (Week 47)",Sweden,58.9
"Nov 18, 2024 to Nov 24, 2024 (Week 47)",Netherlands,60.75
"Nov 18, 2024 to Nov 24, 2024 (Week 47)",Switzerland,35.18
"Nov 18, 2024 to Nov 24, 2024 (Week 47)",Canada,3396.00591
"Nov 18, 2024 to Nov 24, 2024 (Week 47)",United States,33389.56445
"Nov 18, 2024 to Nov 24, 2024 (Week 47)",Finland,5.24
"Nov 15, 2021 to Nov 21, 2021 (Week 46)",Singapore,145.05
"Nov 15, 2021 to Nov 21, 2021 (Week 46)",Malaysia,152.74
"Nov 15, 2021 to Nov 21, 2021 (Week 46)",Germany,143.68
"Nov 15, 2021 to Nov 21, 2021 (Week 46)",Canada,969.73
"Nov 15, 2021 to Nov 21, 2021 (Week 46)",United States,7460.28
"Nov 15, 2021 to Nov 21, 2021 (Week 46)",Vietnam,54.49
"Nov 15, 2021 to Nov 21, 2021 (Week 46)",Ireland,85.05
"Nov 15, 2021 to Nov 21, 2021 (Week 46)",Türkiye,85.32
"Nov 15, 2021 to Nov 21, 2021 (Week 46)",Indonesia,375.37
"Nov 15, 2021 to Nov 21, 2021 (Week 46)",Italy,62.45
"Nov 15, 2021 to Nov 21, 2021 (Week 46)",France,114.86
"Nov 15, 2021 to Nov 21, 2021 (Week 46)",United Kingdom,685.82
"Nov 15, 2021 to Nov 21, 2021 (Week 46)",Poland,30.94
"Nov 15, 2021 to Nov 21, 2021 (Week 46)",Finland,14.01
"Nov 15, 2021 to Nov 21, 2021 (Week 46)",Thailand,90.53
"Nov 15, 2021 to Nov 21, 2021 (Week 46)",South Africa,413.12
"Nov 15, 2021 to Nov 21, 2021 (Week 46)",New Zealand,81.44
"Nov 15, 2021 to Nov 21, 2021 (Week 46)",Australia,430.21
"Nov 15, 2021 to Nov 21, 2021 (Week 46)",Norway,30.49
"Nov 15, 2021 to Nov 21, 2021 (Week 46)",Sweden,47.23
"Nov 15, 2021 to Nov 21, 2021 (Week 46)",Philippines,211.7
